what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1303409168178
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1303409168178
java.specification.name,sysinfo,,,"Java Platform API Specification",1303409168178
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303409168178
java.specification.version,sysinfo,,,"1.6",1303409168178
java.vendor,sysinfo,,,"Apple Inc.",1303409168178
java.version,sysinfo,,,"1.6.0_22",1303409168178
java.vm.info,sysinfo,,,"mixed mode",1303409168178
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1303409168178
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1303409168178
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303409168178
java.vm.specification.version,sysinfo,,,"1.0",1303409168178
java.vm.vendor,sysinfo,,,"Apple Inc.",1303409168178
java.vm.version,sysinfo,,,"17.1-b03-307",1303409168178
started,bundle,org.eclipse.wb.swing,0.9.0.r36x201103301629,"org.eclipse.wb.swing",1303409168215
started,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201103301615,"org.eclipse.wb.core.xml",1303409168344
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1303409168847
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1303409168868
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1303409168884
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1303409169292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409169497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409172353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409181692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409183906
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1303409183910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409188433
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1303409212441
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1303409212442
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1303409212463
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1303409213943
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1303409214015
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1303409214226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409214257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1303409214294
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1303409214772
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1303409214815
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1303409217690
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1303409217803
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1303409217943
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1303409217975
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1303409221021
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1303409221471
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1303409221548
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1303409222383
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1303409222436
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1303409222479
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1303409222493
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1303409222505
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1303409222578
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1303409222603
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1303409222616
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1303409222636
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1303409222670
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1303409222685
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1303409222694
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1303409222781
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1303409222800
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1303409222855
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409222964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409226110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409226168
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1303409226690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409227262
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303409228502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409230455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409231949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409234738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409255278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409414903
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1303409415952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409417534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409418533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409419540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409423661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409459241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409500345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409503163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409504594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409505499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409507467
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303409523815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409533953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409648464
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1303409649625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409650628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409651576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409652859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409655058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303409673772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410063433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410065755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410066682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410067197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410068877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410108474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410113247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410119105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410151328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410169560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410676208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410678604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410679528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410681236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410682968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410704984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410733240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410735658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410736313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410785015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410837642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303410899917
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1303411057205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411057317
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411059499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411061188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411062522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411064208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303411101949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303412230760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303412234008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303412498758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303412500463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303749363920
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1303749364401
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303749364510
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1303749365231
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1303749365246
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1303749366026
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1303749366099
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1303749366168
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1303749366211
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1303749366283
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1303749366365
